address,search_key,suburb,street_id,street_name,street_key,latitude,longitude
259 King Street Melbourne,259 king street melbourne,Central City,761,King Street,Central City|761,-37.81407745,144.95448421
259 La Trobe Street Melbourne,259 la trobe street melbourne,Central City,780,La Trobe Street,Central City|780,-37.81034680,144.96175437
259 Little Bourke Street Melbourne,259 little bourke street melbourne,Central City,809,Little Bourke Street,Central City|809,-37.81266630,144.96493494
259 Little Collins Street Melbourne,259 little collins street melbourne,Central City,812,Little Collins Street,Central City|812,-37.81466325,144.96577203
259 Lonsdale Street Melbourne,259 lonsdale street melbourne,Central City,803,Lonsdale Street,Central City|803,-37.81175986,144.96454458
259 Lorimer Street Port Melbourne,259 lorimer street port melbourne,Fishermans Bend,1370,Lorimer Street,Fishermans Bend|1370,-37.82692767,144.90277191
259 Lygon Street Carlton,259 lygon street carlton,Carlton,840,Lygon Street,Carlton|840,-37.79941811,144.96697803
259 Macaulay Road North Melbourne,259 macaulay road north melbourne,North and West Melbourne,847,Macaulay Road,North and West Melbourne|847,-37.79543775,144.93819534
259 Mile Lane Parkville,259 mile lane parkville,Parkville,897,Mile Lane,Parkville|897,-37.78337516,144.95822907
259 Nicholson Street Carlton,259 nicholson street carlton,Carlton,931,Nicholson Street,Carlton|931,-37.79399800,144.97537996
259 Punt Road Melbourne,259 punt road melbourne,Central City,1004,Punt Road,Central City|1004,-37.84895408,144.98435544
259 Queen Street Melbourne,259 queen street melbourne,Central City,1010,Queen Street,Central City|1010,-37.81264581,144.95942990
259 Queensberry Street Carlton,259 queensberry street carlton,Carlton,1008,Queensberry Street,Carlton|1008,-37.80434594,144.96001269
259 Racecourse Road Kensington,259 racecourse road kensington,Kensington,119624,Racecourse Road,Kensington|119624,-37.78853814,144.93267997
259 Rathdowne Street Carlton,259 rathdowne street carlton,Carlton,1024,Rathdowne Street,Carlton|1024,-37.80065332,144.96975970
259 Rosslyn Street West Melbourne,259 rosslyn street west melbourne,North and West Melbourne,1038,Rosslyn Street,North and West Melbourne|1038,-37.81077661,144.94662763
259 Royal Parade Parkville,259 royal parade parkville,Parkville,1041,Royal Parade,Parkville|1041,-37.78784110,144.95866693
259 Russell Street Melbourne,259 russell street melbourne,Central City,1045,Russell Street,Central City|1045,-37.81030773,144.96677305
259 Salmon Street Port Melbourne,259 salmon street port melbourne,Fishermans Bend,1393,Salmon Street,Fishermans Bend|1393,-37.82167037,144.92070279
259 Spencer Street Docklands,259 spencer street docklands,Docklands,1086,Spencer Street,Docklands|1086,-37.81449964,144.95186620
259 Spring Street Melbourne,259 spring street melbourne,Central City,1088,Spring Street,Central City|1088,-37.80879388,144.97167622
259 Swanston Street Melbourne,259 swanston street melbourne,Central City,1114,Swanston Street,Central City|1114,-37.81206315,144.96477442
259 Victoria Street West Melbourne,259 victoria street west melbourne,North and West Melbourne,1152,Victoria Street,North and West Melbourne|1152,-37.80566097,144.95278167
259 Walsh Street South Yarra,259 walsh street south yarra,South Yarra,1155,Walsh Street,South Yarra|1155,-37.83198852,144.98593948
259 Wellington Parade South East Melbourne,259 wellington parade south east melbourne,East Melbourne,1170,Wellington Parade South,East Melbourne|1170,-37.81617007,144.97599996
259 William Street Melbourne,259 william street melbourne,Central City,1179,William Street,Central City|1179,-37.81300261,144.95680405
259A Swanston Street Melbourne,259a swanston street melbourne,Central City,1114,Swanston Street,Central City|1114,-37.81207592,144.96478033
25A Arden Street North Melbourne,25a arden street north melbourne,North and West Melbourne,395,Arden Street,North and West Melbourne|395,-37.80122341,144.95101651
25A Stubbs Street Kensington,25a stubbs street kensington,Kensington,119628,Stubbs Street,Kensington|119628,-37.79044587,144.93585071
25W Toorak Road South Yarra,25w toorak road south yarra,South Yarra,1127,Toorak Road,South Yarra|1127,-37.83727791,144.97762328
26 A'Beckett Street Melbourne,26 a'beckett street melbourne,Central City,368,A'Beckett Street,Central City|368,-37.80871847,144.96236494
26 Abbotsford Street West Melbourne,26 abbotsford street west melbourne,North and West Melbourne,367,Abbotsford Street,North and West Melbourne|367,-37.80747883,144.94411660
26 Acland Street South Yarra,26 acland street south yarra,South Yarra,369,Acland Street,South Yarra|369,-37.83333662,144.98495903
26 Adams Street South Yarra,26 adams street south yarra,South Yarra,370,Adams Street,South Yarra|370,-37.83645234,144.97745943
26 Adderley Street West Melbourne,26 adderley street west melbourne,North and West Melbourne,371,Adderley Street,North and West Melbourne|371,-37.81287838,144.94983606
26 Agnes Street East Melbourne,26 agnes street east melbourne,East Melbourne,372,Agnes Street,East Melbourne|372,-37.81781033,144.97999868
26 Airlie Street South Yarra,26 airlie street south yarra,South Yarra,373,Airlie Street,South Yarra|373,-37.83242785,144.98693015
26 Albermarle Street Kensington,26 albermarle street kensington,Kensington,374,Albermarle Street,Kensington|374,-37.79552343,144.93348228
26 Albert Coates Lane Melbourne,26 albert coates lane melbourne,Central City,117923,Albert Coates Lane,Central City|117923,-37.81101266,144.96495054
26 Albert Street East Melbourne,26 albert street east melbourne,East Melbourne,375,Albert Street,East Melbourne|375,-37.81101127,144.99020509
26 Alfred Place Melbourne,26 alfred place melbourne,Central City,377,Alfred Place,Central City|377,-37.81361326,144.96991155
26 Alfred Street North Melbourne,26 alfred street north melbourne,North and West Melbourne,119625,Alfred Street,North and West Melbourne|119625,-37.79069682,144.94092202
26 Anderson Walk Kensington,26 anderson walk kensington,Kensington,3237,Anderson Walk,Kensington|3237,-37.79698259,144.92062550
26 Anthony Street Melbourne,26 anthony street melbourne,Central City,388,Anthony Street,Central City|388,-37.80900925,144.95904058
26 Appleton Dock Road West Melbourne,26 appleton dock road west melbourne,North and West Melbourne,392,Appleton Dock Road,North and West Melbourne|392,-37.81182549,144.92630764
26 Aquitania Way Docklands,26 aquitania way docklands,Docklands,117870,Aquitania Way,Docklands|117870,-37.81406165,144.94275901
26 Arden Lane North Melbourne,26 arden lane north melbourne,North and West Melbourne,394,Arden Lane,North and West Melbourne|394,-37.80065177,144.95053547
26 Arden Street North Melbourne,26 arden street north melbourne,North and West Melbourne,395,Arden Street,North and West Melbourne|395,-37.80098139,144.95129546
26 Argyle Place North Carlton,26 argyle place north carlton,Carlton,397,Argyle Place North,Carlton|397,-37.80185878,144.96575913
26 Argyle Place South Carlton,26 argyle place south carlton,Carlton,398,Argyle Place South,Carlton|398,-37.80330796,144.96555459
26 Arnold Street South Yarra,26 arnold street south yarra,South Yarra,399,Arnold Street,South Yarra|399,-37.83579887,144.97661263
26 Artemis Lane Melbourne,26 artemis lane melbourne,Central City,117925,Artemis Lane,Central City|117925,-37.81054472,144.96624762
26 Atkin Street North Melbourne,26 atkin street north melbourne,North and West Melbourne,403,Atkin Street,North and West Melbourne|403,-37.80340517,144.94880179
26 Aurora Lane Docklands,26 aurora lane docklands,Docklands,117945,Aurora Lane,Docklands|117945,-37.82058203,144.95134196
26 Baillie Street North Melbourne,26 baillie street north melbourne,North and West Melbourne,408,Baillie Street,North and West Melbourne|408,-37.80134999,144.94709095
26 Bakehouse Road Kensington,26 bakehouse road kensington,Kensington,119557,Bakehouse Road,Kensington|119557,-37.79947564,144.92890152
26 Balston Street Southbank,26 balston street southbank,Southbank,1347,Balston Street,Southbank|1347,-37.82589415,144.96189667
26 Bangalore Street Kensington,26 bangalore street kensington,Kensington,411,Bangalore Street,Kensington|411,-37.79359048,144.92518255
26 Bank Place Melbourne,26 bank place melbourne,Central City,412,Bank Place,Central City|412,-37.81628166,144.96029508
26 Barkly Place Carlton,26 barkly place carlton,Carlton,414,Barkly Place,Carlton|414,-37.80301267,144.96134107
26 Barkly Street Carlton,26 barkly street carlton,Carlton,415,Barkly Street,Carlton|415,-37.79833131,144.97398918
26 Barnett Street Kensington,26 barnett street kensington,Kensington,119632,Barnett Street,Kensington|119632,-37.79114279,144.93237663
26 Barrett Street Kensington,26 barrett street kensington,Kensington,418,Barrett Street,Kensington|418,-37.79765613,144.93434741
26 Barry Street Carlton,26 barry street carlton,Carlton,421,Barry Street,Carlton|421,-37.80340487,144.96012102
26 Bateman Road Kensington,26 bateman road kensington,Kensington,1444,Bateman Road,Kensington|1444,-37.79521909,144.91844583
26 Batman Street West Melbourne,26 batman street west melbourne,North and West Melbourne,423,Batman Street,North and West Melbourne|423,-37.81044124,144.95205107
26 Batmans Hill Drive Docklands,26 batmans hill drive docklands,Docklands,117957,Batmans Hill Drive,Docklands|117957,-37.82129962,144.94937711
26 Bayles Street Parkville,26 bayles street parkville,Parkville,424,Bayles Street,Parkville|424,-37.79431783,144.95679518
26 Bayswater Road Kensington,26 bayswater road kensington,Kensington,425,Bayswater Road,Kensington|425,-37.79288734,144.92456145
26 Bellair Street Kensington,26 bellair street kensington,Kensington,430,Bellair Street,Kensington|430,-37.78908189,144.92896685
26 Bendall Street Kensington,26 bendall street kensington,Kensington,119679,Bendall Street,Kensington|119679,-37.78921298,144.92384197
26 Bendigo Street North Melbourne,26 bendigo street north melbourne,North and West Melbourne,434,Bendigo Street,North and West Melbourne|434,-37.80211969,144.95033507
26 Benjamin Street Parkville,26 benjamin street parkville,Parkville,436,Benjamin Street,Parkville|436,-37.79603251,144.95557472
26 Bennetts Lane Melbourne,26 bennetts lane melbourne,Central City,437,Bennetts Lane,Central City|437,-37.80874381,144.96787832
26 Bent Street Kensington,26 bent street kensington,Kensington,440,Bent Street,Kensington|440,-37.79552791,144.93509137
26 Berkeley Street Carlton,26 berkeley street carlton,Carlton,441,Berkeley Street,Carlton|441,-37.80472678,144.95987690
26 Berry Street East Melbourne,26 berry street east melbourne,East Melbourne,442,Berry Street,East Melbourne|442,-37.81863439,144.98870272
26 Blackwood Street North Melbourne,26 blackwood street north melbourne,North and West Melbourne,446,Blackwood Street,North and West Melbourne|446,-37.80135183,144.95525445
26 Block Place Melbourne,26 block place melbourne,Central City,448,Block Place,Central City|448,-37.81537914,144.96438785
26 Bluestone Street Kensington,26 bluestone street kensington,Kensington,119681,Bluestone Street,Kensington|119681,-37.78893976,144.92489818
26 Bond Street Melbourne,26 bond street melbourne,Central City,451,Bond Street,Central City|451,-37.81807371,144.96277992
26 Boundary Road North Melbourne,26 boundary road north melbourne,North and West Melbourne,453,Boundary Road,North and West Melbourne|453,-37.79468855,144.93910984
26 Bourke Street Melbourne,26 bourke street melbourne,Central City,455,Bourke Street,Central City|455,-37.81144326,144.97224452
26 Bouverie Street Carlton,26 bouverie street carlton,Carlton,456,Bouverie Street,Carlton|456,-37.80587570,144.96169967
26 Bromby Street Melbourne,26 bromby street melbourne,Central City,466,Bromby Street,Central City|466,-37.83500669,144.97778152
26 Brougham Street North Melbourne,26 brougham street north melbourne,North and West Melbourne,467,Brougham Street,North and West Melbourne|467,-37.79348653,144.94449435
26 Brown Alley Melbourne,26 brown alley melbourne,Central City,1265,Brown Alley,Central City|1265,-37.81471456,144.95544743
26 Bruce Street Kensington,26 bruce street kensington,Kensington,469,Bruce Street,Kensington|469,-37.79840779,144.93434674
26 Buncle Street North Melbourne,26 buncle street north melbourne,North and West Melbourne,119651,Buncle Street,North and West Melbourne|119651,-37.79496646,144.94023355
26 Bunjil Way Parkville,26 bunjil way parkville,Parkville,119268,Bunjil Way,Parkville|119268,-37.77973072,144.94033338
26 Burchett Lane East Melbourne,26 burchett lane east melbourne,East Melbourne,1402,Burchett Lane,East Melbourne|1402,-37.81531719,144.98986328
26 Butler Lane Parkville,26 butler lane parkville,Parkville,117752,Butler Lane,Parkville|117752,-37.79513761,144.95606867
26 Byron Street North Melbourne,26 byron street north melbourne,North and West Melbourne,474,Byron Street,North and West Melbourne|474,-37.80183334,144.95177192
26 Cakebread Mews Kensington,26 cakebread mews kensington,Kensington,1403,Cakebread Mews,Kensington|1403,-37.79322052,144.91880609
26 Calwell Street Kensington,26 calwell street kensington,Kensington,119673,Calwell Street,Kensington|119673,-37.78867634,144.92671460
26 Canning Street Carlton,26 canning street carlton,Carlton,479,Canning Street,Carlton|479,-37.79944379,144.97276771
